recall_number,classification,reason_for_recall,product_description,report_date
D-514-2014,Class II,"Labeling: Label Mixup; PROPRANOLOL HCL, Tablet, 10 mg may be potentially mislabeled as    PIOGLITAZONE HCL, Tablet, 15 mg, NDC 00093204856, Pedigree: AD52778_70, EXP: 5/21/2014.","PROPRANOLOL HCL, Tablet, 10 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 16714002104",20140122
D-0345-2021,Class I,"Microbial Contamination of Non-Sterile Product.Product is being recalled because at labeled storage conditions of 30*C/75% Relative Humidity, growth of Aspergillus penicillioides, a type of fungus, resulted in a breach of the package integrity.","ChloraPrep One-Step 2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA) Non-Sterile Solution -Clear, 0.10 fl. oz. (3ml) each, 25 applicators per carton, applicator is sterile if package is intact. CareFusion El Paso, TX 79912, NDC 054365-400-01 Cat. No. 260400",20210505
D-0166-2021,Class I,Failed Dissolution Specifications,"Anagrelide Capsules, USP 1 mg, 100 capsules, Rx only, Manufactured in India for: Torrent Pharma Inc., Basking Ridge, NJ 07920 NDC 13668-462-01",20201209
D-0642-2018,Class II,Lack of Assurance Sterility: Firm is recalling various drug products due to a non-approved method of sterilization.,"Methionine 25mg/Inositol 50mg/Choline 50mg/ B12 1mg, packaged in a) 5 mL amber vial and b) 50mL amber vial, Rx only, Partell Specialty Pharmacy, 5835 S. Eastern Ave. #101, Las Vegas, NV 89119 (702) 791-3800",20180425
D-0004-2025,Class I,Marketed without an approved NDA/ANDA: FDA analysis found products to be tainted with undeclared acetaminophen and sildenafil.,"Gold Hard Steel Plus Liquid, 2 FL OZ bottles, UPC 787188873199",20241009
D-0048-2019,Class II,CGMP Deviations: products manufactured under conditions that could impact its product quality.,"Premier Value, Saline Nasal Spray, Sodium Chloride 0.65%, packaged as a) 3 FL OZ (88 mL) bottle NDC 68016-388-00 UPC 8 40986 01483 3; b) 1.5 FL OZ (44 mL) bottle NDC 68016-466-00 UPC 8 40986 01482 6, Distributed By Chain Drug Consortium, 3301 NW Boca Raton Blvd, Suite 101, Boca Raton, FL 33431.",20181024
D-0411-2024,Class II,Lack of Assurance of Sterility,"labetalol HCl 20 mg/4mL Injection, (Concentration=5 mg/mL), 4 mL fill Syringe, Rx Only, SCA Pharma, 755 Rainbow Rd., Windsor, CT 06095, NDC 70004-0700-28, Bar Code 70004070028",20240403
D-325-2014,Class II,Microbial Contamination of Non-Sterile Products; Selected lots of Badger Baby and Kids Sunscreen Lotion were recalled due to microbial contamination.,"Badger Kids Broad Spectrum SPF30 Zinc Oxide Sunscreen Lotion Tangerine & Vanilla, 4 fl. oz.. Tube, UPC Code: 634084490145 (US), UPC code: 634084490169 (Canada)",20131211
D-771-2015,Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Magnesium Stearate pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",20150429
D-323-2013,Class I,"Marketed Without An Approved NDA/ANDA: This dietary supplement has been found to contain sildenafil, an FDA approved drug for the treatment of male erectile dysfunction making this an unapproved new drug.","Super Power capsules, Proprietary Blend 570 mg, packaged in 2-count capsules per blister pack, Distributed by: Freedom Trading, NJ 08863, UPC 7 18122 90678 9.",20130522
D-214-2014,Class II,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,"Methylprednisolone 40mg 10ml, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",20131211
D-1311-2014,Class III,"This recall of LIPTRUZET is being initiated due to  packaging defects. Some of the outer laminate foil pouches allowed in air and moisture, which could potentially decrease the effectiveness or change the characteristics of the product.","Liptruzet (ezetimibe and atorvastin) tablets,10 mg/40 mg, a) 30 count blister    (NDC 66582-322-30), b) 90 count blister  (NDC 66582-322-54), Rx only, Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc, Whitehouse Station, NJ 08889",20140514
D-1129-2023,Class II,Lack of Assurance of Sterility:Lack of validation data for sanitization cycles,"EPINEPHrine, 2 mg added to dextrose 5% 250mL, Concentration = 8 mcg/mL, IV Bag, Rx Only, Central Admixture Pharmacy Services, Inc., 2200 South 43rd Avenue, Phoenix, AZ 85043, NDC: 72196-6030-1.",20230906
D-0135-2021,Class II,Lack of Assurance of Sterility: due to concerns with production processes which cannot assure sterility of products intended to be sterile.,"GHRP, 2000 MCG/ML, 5 ML vial, The Guyer Institute of Molecular Medicine, Indianapolis, IN",20201223
D-0186-2019,Class II,Lack of Assurance of Sterility,"Slenderella Compound Injectable, Pharm D Solutions, Houston, Texas --- NDC 69699-1617-30",20181107
D-0951-2022,Class II,Lack of Assurance of Sterility,"Calcium Gluconate Injection, USP 10%, 0.465 mEq Ca++/mL, 1 g/10 mL (100 mg/mL), 10 mL Pre-Filled Syringe, 5 x 10 Pre-filled Syringes, 6 x 5 Syringe Carton, Rx Only, Nephron 503B outsourcing facility, 4500 12th St. Extension, West Columbia, SC 29172, NDC: 69374-950-10",20220608
D-1718-2015,Class II,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,"Quad-Mix 4 Injectable, Multi-Dose Vial, Sterile, Keep Frozen, The Compounding Pharmacy of America, Knoxville, TN",20150923
D-0018-2020,Class II,Lack of Assurance of Sterility: product sterility cannot be guaranteed.,"C-METHYLCOBALAMIN 25MG/ML INJECTION PFS, packaged in 0.3 mL, 0.5 mL, 1 mL, and 3 mL syringes, Rx only, Colonia Care Pharmacy, 515 Inman Ave., Suite A, Colonia, N.J. 07067",20191009
D-535-2013,Class II,CGMP Deviations: Products are underdosed or have an incorrect dosage regime.,"Mesehist DM,  Antihistamine, Antitussive, Decongestant, 16 fl oz. bottle, OTC, Manufactured for: Trigen Laboratories, Sayreville, NJ,08872    NDC 13811-0085-16",20130612
D-0666-2016,Class II,Lack of Assurance of Sterility: Some single-use vials may be filled with water rather than the product solution and the firm cannot guarantee the sterility of the water-filled vials.,"TEARS Naturale FREE (dextran 70 and hypromellose 2910) lubricant eye drops, 1% and 0.3%, Preservative Free, 0.9 mL (0.03 FL OZ) Single-Use Vials, packaged in 60-count Single-Use Vials per carton, Manufactured for: Alcon Laboratories, Inc., Fort Work, TX  76134, Barcode 90016741106, UPC 3 00650 41636 8.",20160224
D-0782-2020,Class III,Microbial contamination of non-sterile product.,"Eczema Skin Relief Lotion, 2% Colloidal Oatmeal Skin Protectant Lotion, NET WT 14 OZ (396 g), NDC 65365-266-01, Distributed by: CVS Pharmacy, Inc., One CVS Drive, Woonsocket, RI 02895.",20200122
D-0758-2019,Class I,Microbial contamination,"Dr. King's SafeCare Rx Chagrined, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Drive, Asheville, NC 28806 USA, UPC 357955204022, NDC 57955-2041-2",20190320
D-1367-2019,Class II,cGMP Deviations: Potential product contamination with Burkholderia cepacia (B.cepacia) and Ralstonia pickettii (R. pickettii).,"Kid Kare Childrens Cough/Cold Liquid, Antihistamine, Cough Suppressant, Nasal Decongestant, Cherry Flavored, Alcohol Free, (Chlorpheniramine Maleate, USP  2 mg, Dextromethorphan HBr, USP 10 mg, Pseudoephedrine HCl, USP 30 mg in each 2 tsp (10mL)), 4 Fl. oz. bottle, NDC: 0536-2310-97, Distributed by Rugby Laboratories, Livonia MI 48152.",20190619
D-211-2013,Class III,Labeling: Incorrect or Missing Lot and/or Exp Date. The lot number and/or expiration date may be illegible.,"4 way Saline Moisturizing Mist with Eucalyptol & Menthol, 1-fl. oz. bottles, OTC. Distributed by Novartis Consumer Health, Inc., Parsippany, NJ 07054.",20130327
D-0081-2015,Class II,"Lack of Assurance of Sterility: Martin Avenue Pharmacy, Inc. is conducting a voluntary recall of all compounded sterile preparations within expiry. The recall is being initiated in connection with a recent FDA inspection due to observations associated with certain quality control procedures that present a risk to sterility assurance.","Fentanyl injectable 6000 mcg/mL packaged in 30 mLor 60 mL syringes, Martin Avenue Pharmacy, 1247 Rickert Dr, Naperville, IL.",20141105
D-0528-2019,Class I,Microbial contamination,"Dr. King's Natural Medicine Homeopathic Regional Allergies Pacific U.S. 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Dr. Asheville, NC 28806, UPC 357955519324, NDC 57955-8198-2",20190320
D-1524-2022,Class II,Lack of Assurance of Sterility,"TEST CYP/DHEA (Sesame) 200 MG/2.5 MG/ML Injectable, 10 ML vial, Carolina Infusion LLC,  95 Bees Creek Road, Ridgeland, SC 29936.",20220921
D-0981-2020,Class II,Lack of Assurance of Sterility,"Selenium Injection, SELENIUM  200MCG/ML INJECTABLE, For IV Use, 30 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-0227-3",20200311
D-0235-2020,Class II,Lack of Assurance of Sterility,"S-LIDOCAINE HCL 1% / PHENYLEPHRINE1.5% (PF) INJ SOLN, 1ml syringe, Red Mountain Compounding Rx",20191113
D-1287-2022,Class II,FAILED DISSOLUTION SPECIFICATIONS,"Lansoprazole Delayed-Release Orally Disintegrating Tablets, 15 mg, 100-count blisters per carton, 10 Packs of 10 Tablets Each, Rx Only, Distributed by: Dr. Reddy's Laboratories, Inc., Princeton, NJ 08540, Made in India, blister barcode 4359856079, NDC 43598-560-78",20220803
D-0838-2019,Class I,Microbial contamination,"Dr. King's SafeCare Rx CS-General Support, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Drive, Asheville, NC 28806 USA, UPC 357955021322, NDC 57955-0213-2",20190320
D-1057-2015,Class II,Lack of Assurance of Sterility and Stability Data does not Support Expiry: recent inspection observations associated with certain quality control procedures that present a risk to sterility and quality assurance.,"Colchicine 0.6 mg Caps, Health Innov Pharmacy, 295 Pinehurst Ave, Southern Pines, NC 28387, (910) 246-5155",20150520
D-1007-2018,Class I,Microbal Contamination of Non-Sterile Product; FDA analysis found  salmonella contamination,"Gaia Kratom (mitragyna speciosa) powder, Red Dragon, 1oz, 250g, 1kg packages, Gaia Ethnobotanical.com",20180718
D-0127-2015,Class II,"Lack of Assurance of Sterility: Martin Avenue Pharmacy, Inc. is conducting a voluntary recall of all compounded sterile preparations within expiry. The recall is being initiated in connection with a recent FDA inspection due to observations associated with certain quality control procedures that present a risk to sterility assurance.","Quad mix 2, 12 mg/1 mg/25 mcg/0.25 mg/mL (papaverine, phentolamine mesylate, alprostadil, atropine) injectable packaged in a clear glass injectable vial, Martin Avenue Pharmacy, 1247 Rickert Dr, Naperville, IL.",20141105
D-0829-2017,Class II,Labeling: Not Elsewhere Classified: Products may contain synthetic latex and/or natural latex.,"Calcium Gluconate all strengths, all dosage forms and all packaging, Rx  Only, Avella of Houston, Houston, TX 77054",20170531
D-0789-2017,Class II,Lack of assurance of sterility: customer complaints received for the presence of leaks.,"Milrinone Lactate in 5% Dextrose Injection, 20 mg/100 mL, 100 mL Single-Dose Intravia Container bag, Rx only, Baxter Healthcare Corporation, Deerfield, IL 60015, NDC 0338-6010-48",20170524
D-1194-2019,Class II,Lack of sterility assurance.,"Heparin 10 mL/Marcaine 0.25% 20 mL/Sodium Bicarbonate 40 mL/Normal Saline 5 mL per 75 mL, 60 mL Syringe, Anderson Compounding Pharmacy 310 Bluff City Hwy, Bristol, TN.",20190424
D-0432-2024,Class II,Lack of Assurance of Sterility: leaking bags,"fentaNYL Citrate 2,500 mcg/50mL in Sterile Water, 50 mL CADD for Injection, IntegraDose Compounding Services, LLC, 719 Kasota Ave SE, Minneapolis, MN. NDC 71139-6030-1",20240410
D-0171-2020,Class II,CGMP Deviations: Presence of NDMA impurity detected in product.,"Ranitidine Tablets, USP 150 mg, a.) 65 count bottles (NDC 49035-404-61) b.) 130 count bottles (NDC 49035-404-13) c.) 220 count  bottles (NDC 49035-404-65)  (Walmart) OTC",20191113
D-0007-2019,Class II,Failed stability specifications - An out of specification result was observed for the test parameter : composition of Nystatin during stability testing.,"Nystatin and Triamcinolone Acetonide Cream, USP, 100,000 units/gm & 1 mg/gm, packaged in a) 15 g tube (NDC 43598-431-44), b) 30 g tube (NDC 43598-431-30), c) 60 g tube (NDC 43598-431-60), Rx only, Distributor: Dr. Reddy's Laboratories, Inc. 107 College Road East, Princeton, NJ - 08540 Rx Only Made in India",20181010
D-814-2013,Class III,"Subpotent Drug: Avobenzone 3%, one of the active sunscreen ingredients may be subpotent and sunscreen effectiveness may be less than labeled","LA MER the spf 18 fluid tint , broad spectrum spf 18, 1.7 fl.oz. liq./50 ml, Shade LIGHT 02, UPC 7 47930 00481 3,  MAX HUBER RESEARCH LABS INC., DIST. NEW YORK, N.Y. 10022 -- MADE IN BELGIUM",20130731
D-0047-2025,Class III,Failed Tablet/Capsule Specifications,"IBU (ibuprofen) 600 mg tablets, 500-count bottle, Rx Only,  Distributor: Dr. Reddy's Laboratories Inc., Princeton, NJ 08540, Made in India, NDC 55111-683-05",20241127
D-0303-2019,Class II,"CGMP Deviations: FDA laboratory testing confirmed presence of an impurity, N-nitrosodimethylamine (NDEA) in product.","Amlodipine and Valsartan Tablets 5 mg/160 mg, (a) 30-count bottles (NDC 0093-7690-56) & 90-count bottles (NDC 0093-7690-98), RX Only, Manufactured In Israel By: TEVA PHARMACEUTICAL IND. LTD. Jerusalem, 9777402, Israel, Manufactured For: TEVA PHARMACEUTICALS USA, INC. North Wales, PA 19454.",20181219
D-1621-2012,Class II,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,TESTOSTERONE CYP/ESTRADIOL CYP 50MG/2MG/ML INJECTABLE	5 ML;  TESTOSTERONE CYPIONATE 50MG/ML INJECTABLE	12 ML  	2.5 ML  (4 DIFFERENT PRODUCTS)	  	  	  	  	  	  	  	  	  	  	5 ML;  	  	  TESTOSTERONE PROPIONATE 200MG/ML INJECTABLE	10 ML,20120822
D-1428-2014,Class II,Presence of Particular Matter: Potential glass delamination and consistent with glass particulates observed in sample vials.,"Fosphenytoin Sodium Injection, USP, 100 mg PE/2 mL (50 mg PE/mL) (PE= phenytoin sodium equivalents)  2 mL Single Use Vial, Rx only, Manufactured for APP Fresenius Kabi USA, LLC Lake Zurich, IL 60047, NDC 63323-403-02",20140716
D-0673-2018,Class II,Lack of Assurance Sterility: Firm is recalling various drug products due to a non-approved method of sterilization.,"Estradiol 10 mg  (SD) pellets in amber vial, Rx only, Partell Specialty Pharmacy, 5835 S. Eastern Ave. #101, Las Vegas, NV 89119 (702) 791-3800.",20180425
D-0988-2022,Class III,Failed Impurities/Degradation Specifications; out-of-specification results for impurities obtained during routine stability testing,"Alprostadil Injection USP 500 mcg/mL, 1 mL Single Dose Vial, 5 vials per Carton, Rx Only, Carton NDC 0703-1501-02, Distributed by: Teva Pharmaceuticals USA, Inc., Parsippany, NJ 07054,  Vial NDC 0703-1501-01",20220615
D-1506-2020,Class I,Superpotent Drug,"STIMATE (desmopressin acetate) Nasal Spray1.5 mg/mL, 2.5 mL glass vial with spray cap, Rx only, Manufactured for: CSL Behring LLC, King of Prussia, PA 19406-0901; By: Ferring GmbH, Kiel, Germany, NDC 0053-6871-00",20200826
D-0627-2019,Class I,Microbial contamination,"Dr. King's Natural Medicine Homeopathic Anti-Aging & Wrinkles for Men, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Dr. Asheville, NC 28806, UPC 357955814726,  NDC 57955-8147-2",20190320
D-0566-2018,Class I,"Marked Without An Approved NDA/ANDA: FDA analysis found these products to contain sildenafil, an FDA approved drug for the treatment of erectile dysfunction, making these products unapproved drugs for which safety and efficacy have not been establish and therefore, subject to recall.","HU HU SHENG WEI capsules, 3000 mg, 2-count bottle, labeling is in foreign language",20180207
D-0905-2022,Class II,Lack of assurance of sterility.,"Sodium Selenite 200 mg/mL, Multi-Dose 30 mL vial, Rx Only,  Olympia Pharmaceuticals, 6700 Conroy Rd., Ste. 155 Orlando, FL 32835, NDC 73198-0074-30",20220601
D-0136-2020,Class II,Lack of Assurance of Sterility:  Bag has the potential to leak.,"10% LMD in 5% Dextrose Injection Dextran 40 in Dextrose Injection, USP,  500 mL bags, Rx only, Hospira, Inc., Lake Forest, IL 60045, NDC 0409-7418-13",20191016
D-007-2013,Class II,"Paddock Laboratories, LLC are recalling one lot   (2012028142) of Moexipril HCl Tablets 7.5mg (expiration 1/2014) because of a  non-conformity dissolution failure result found during routine stability testing at the 6 month test interval.","Moexipril HCl Tablets 7.5mg, 100 tabs, Rx Only, Paddock Laboratories, Inc., Minneapolis, MN 55427, NDC 0574-0110-01 ,",20121017
D-0942-2019,Class I,Microbial contamination,"NET Remedies #24 Day & Night Vitals Homeopathic Preparation, Oral Liquid, 57 mL, NDC 57955-4214-2",20190320
D-1135-2017,Class II,CGMP Deviations: Recall initiated as a precautionary measure due to a potential risk of product contamination with the bacteria B. cepacia.,"Doctor Manzanilla Allergy & Decongestant Relief  (diphenhydramine hydrochloride and phenylephrine hydrochloride) Syrup, 12.5 mg and 5 mg in each 5 mL, 4 fl oz. (118 mL) bottle, Distributed by: Midvalley Pharmaceuticals, Raymondville, TX  78580, UPC 7 62558 00204 1.",20170920
D-1265-2015,Class II,CGMP Deviations: Firm did not adequately investigate customer complaints.,"Famotodine Tablets, USP, 20 mg Tablets,  Packaged in A) 30 Count Bottles (NDC: 64679-936-01), B) 100 Count Bottles(NDC: 64679-936-02), and C) 1000 Count Bottles (NDC: 64679-936-03), Rx only.  Manufactured by: Wockhardt Limited, Mumbai, India. Distributed by: Wockhardt USA LLC 20 Waterview Blvd. Parsippany, NJ 07054 USA.",20150729
D-0690-2021,Class III,Failed Impurities/Degradation Specifications,"Erythromycin Topical Gel, 2%, Net Wt. (a) 30 g,(NDC 52565-033-30) (b) 60 g,(NDC 52565-033-60) Rx Only, Manufactured by: Teligent Pharma, Inc. , Buena, NJ 08310,",20210728
D-0375-2025,Class II,CGMP Deviations,"Hemopropin Ointment, Lanolin 17.76% and Petrolatum 71.2%, Net Wt. 0.7 oz (20g) tubes, Manufactured by: Apipharma d.o.o, Croatia, Distributed by: Apipharma, LLC, Tempe, AZ  UPC 3 858882 103534 and UPC 3 858882 101318",20250430
D-0146-2016,Class II,Lack of Assurance of Sterility; all sterile human compounded drugs within expiry,"TESTOSTERONE/ANASTROZOLE, Pellet, 200/13 mg, Rx only, JD & SN Inc, DBA Moses Lake Professional Pharmacy, 1555 S. Pilgrim St. Moses Lake WA  98837, (509)764-2314",20151104
D-0844-2023,Class II,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,"Sodium Chloride Ophthalmic Ointment, USP, 5%, 3.5g tubes, Manufactured by: Akorn Inc., Lake Forest, IL 60045. ALL NDCs",20230607
D-0085-2016,Class II,Lack of Assurance of Sterility; all sterile human compounded drugs within expiry,"ESTRADIOL, Pellet, 3 mg,  Rx only, JD & SN Inc, DBA Moses Lake Professional Pharmacy, 1555 S. Pilgrim St. Moses Lake WA  98837, (509)764-2314",20151104
D-0230-2024,Class II,MICROBIAL CONTAMINATION OF NON-STERILE PRODUCTS - Presence of Acetobacter nitrogenifigens bacteria.,"Freskaro refresh & revitalize Magnesium Citrate Saline Laxative Oral Solution Grape Flavor 10 fl. oz, Manufactured by: Pharma Lobis, 7400 Alumax Dr., Texarkana, TX 75501, NDC 82645-311-10.",20240124
D-414-2014,Class II,Lack of Assurance of Sterility: All unexpired sterile compounded human and veterinary products are being recalled because they were compounded in the same environment and under the same practices as another product found to be non-sterile and therefore sterility cannot be assured.,"Combo Eye Gel, HF COMBO EYE GEL* (cyclopentolate 2%, tropicamide 1%, diclofenac sodium 0.1%, ciprofloxacin 0.3%, phenylephrine 10%, lidocaine jelly 2%), Rx only, Specialty Medicine Compounding Pharmacy, 350 S Lafayette, South Lyon, MI  48178",20140122
D-0335-2022,Class II,Failed Impurities/Degradation Specifications; Out of specification result obtained for impurity A during stability testing.,"CVS Allergy Relief, Fexofenadine Hydrochloride Tablets, 60 mg Antihistamine,  12HR, packaged as a) 12 count bottle, NDC 59779-425-53, UPC 0 50428 25414 1; b)24 count bottle, NDC 59779-425-62, UPC 0 50428 53435 9; Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895, Made in Czech Republic",20220112
D-1216-2016,Class II,Lack of Assurance of Sterility,"METHYL B12 10MG/ML (PF) IN NACL 0.9%, 1ML Vials, MEDAUS PHARMACY",20160720
D-1222-2022,Class II,Lack of Assurance of Sterility,"Procaine HCL 2% (20mg/mL), 30 ml-vial, Refrigerate, Tailor Made Compounding",20220720
D-0217-2025,Class II,"CGMP deviations: presence of N-Nitroso Carvedilol Impurity-1 (NNC 1), above the FDA recommended acceptable intake limit.","Carvedilol 25 mg Tablet, QTY: 30 Tablets per Blister Pack (3 x 10 blister cards), Rx Only, MFG by: Glenmark, Mahwah, NJ 07430, Repackaged by: RemedyRepack Inc., Indiana, PA 15701, NDC: 70518-3945-00.",20250212
D-1063-2023,Class II,Lack of assurance of sterility: Lack of validation data for sanitization cycles,"fentaNYL in 0.9% sodium chloride, 5000 mcg/250 mL, (20 mcg/mL), 250 mL Bag, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC 71286-2074-1",20230809
D-1015-2015,Class II,Lack of Assurance of Sterility and Stability Data does not Support Expiry: recent inspection observations associated with certain quality control procedures that present a risk to sterility and quality assurance.,"Naltrexone 4.5 mg Caps, Health Innov Pharmacy, 295 Pinehurst Ave, Southern Pines, NC 28387, (910) 246-5155",20150520
D-030-2013,Class II,Microbial Contamination of Non-Sterile Products: Product is being recalled due to possible microbial contamination by C. difficile discovered in the raw material.,"Premier Value Fiber Capsules, Fiber Capsules, 100% Natural Psyllium Fiber, Relieves Constipation, Restores Regularity, 160 Capsules per bottle, Distributed by: Chain Drug Consortium, LLC, Boca Raton, FL 33431, UPC0-40986-01703-2",20121031
D-263-2014,Class II,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,"Sermorelin 6mg, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",20131211
D-1150-2020,Class II,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,"Phlegm Off, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",20200415
D-1429-2022,Class II,CGMP Deviations: product held outside appropriate storage temperature conditions.,MIRALAX 8.3 OZ distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,20220831
D-0227-2018,Class II,Microbial Contamination of Non Sterile Product; presence of yeast and potential B. cepacia contamination,"Rugby Aller-chlor (Chlorpheniramine Maleate Syrup, USP), 2 mg, 4 fl. oz. (120 mL) plastic bottles, Distributed by: Rugby Laboratories 17177 N. Laurel Park Drive, Suite 233, Livonia, MI 48152 USA --- NDC: 0536-1025-47, Manufactured by PharmaTech LLC, Davie FL",20180124
D-0049-2019,Class II,CGMP Deviations: products manufactured under conditions that could impact its product quality.,"QC Quality Choice, Saline Nasal Gel with Soothing Aloe, 0.5 OZ (14.1 g) tube, Distributed by C.D.M.A., Inc., 43157 W. Nine Mile, Novi, MI 48376-0995, UPC 6 35515 99202 3.",20181024
D-0524-2018,Class II,CGMP Deviations: Lack of stability data and controls to support the manufacturers assigned retest or expiration date in firm's container/closure system.,"Tadalafil USP (Monohydrate) for prescription compounding, packaged  in a) 5g (NDC 58597-8538-2); b) 25g (NDC 58597-8538-4); c)100g (NDC 58597-8538-6); d) 500g (NDC 58597-8538-7); d) 1000g (NDC 58597-8538-8), RX only, packed by American Pharmaceutical Ingredients, LLC 6650 Highland Road, Waterford, MI 48327",20180228
D-1025-2016,Class II,Lack of Assurance of Sterility: FDA inspection identified GMP violations potentially impacting product quality and sterility.,"QUAD-MIX #3, packaged in 5mL vials, Rx only, Well Care Compounding Pharmacy Las Vegas, NV 89121",20160615
D-1119-2022,Class II,cGMP deviations: Temperature abuse,"Intralipid (I.V. Fat emulsion), 20%, 250 mL bag, Rx only, MFG: Baxter Healthcare, NDC 0338-0519-09",20220615
D-0090-2025,Class II,cGMP Deviations: Out of specification results for micro in hand soap products.,"ROYALAB Germ Away Antibacterial Hand Soap, Chloroxylenol 0.1%, NET CONTENTS: ONE U.S. GALLON (3.78 L), Royal Papers, 2701 Hereford St., St. Louis, MO 63139",20241211
D-1542-2022,Class II,Presence of Particulate Matter: A complaint was received for the presence of a single strand of hair in one vial.,"Ampicillin for Injection, USP, 2 grams/vial NDC 67457-352-02, packaged in 10 x 2 g vials per carton NDC 67457-352-10, Rx only, Mylan Manufactured in India for: Mylan Institutional LLC Rockford, IL 61103 U.S.A",20221005
D-804-2015,Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Mitotane active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",20150429
D-1363-2015,Class I,"Labeling: Label Mix-Up; Bottles of Mucinex Fast-Max liquid are correctly labeled on the front of the label, however the back of the bottle where the Drug Facts labeling is, is missing certain Active Ingredients such as acetaminophen, phenylephrine, dextromethorphan, diphenhydramine, and/or guaifenesin. As a result certain safety warnings associated with those ingredients may also be missing.","Mucinex Fast Max Cold, Flu & Sore Throat, Maximum Strength, Acetaminophen Pain Reliever/Fever Reducer, Dextromethorphan HBr Cough Suppressant, Guaifenesin Expectorant, Phenylephrine HCl Nasal Decongestant, 6 fl oz (180 mL) Bottle, For Ages 12+, , Dist. By: Reckitt Benckiser Parsippany, NJ 07054-0224 Made in India, NDC 63824-015-66, UPC 63824-01565-1",20150902
D-1331-2015,Class I,Presence of Particulate Matter,"CARBOplatin Injection 450 mg/45 mL (10 mg/mL), 45 mL packaged in a 100 mL Multi-Dose Vial, Rx only, Manufactured for: Mylan Institutional LLC, Rockford, IL  61103, Made in India, NDC 67457-493-46, UPC 3 67457 49346 6.",20150826
D-0918-2018,Class II,Subpotent Drug: Stability data does not support the current expiration dating of 55 days after compounding.,"Buffered Lidocaine 1% with Sodium Bicarbonate Injection for Local Anesthetic Use (Concentration=10 mg/mL) 0.25 mL Total Volume, Rx only , SCA Pharmaceuticals, 8821 Knoedl Ct. Little Rock, AR 72205 877-550-5059",20180718
D-0933-2018,Class II,Lack of Assurance of Sterility: Potential leakage of bags.,"fentaNYL (10 mcg per mL) in 0.95 Sodium Chloride, USP QS 1mL. Volume 1mL. Single dose Syringe. For: Hunt Regional Medical Center, By: Advanced Pharma, 9265 Kirby Dr,., Houston, TX 77054.  NDC 15082-210-70",20180725
D-1386-2014,Class II,Subpotent Drug.,"Vancomycin Hydrochloride Capsules, USP, 250 mg.  20 Capsules on 2 x 10 Capsule Blister Cards, Rx Only. Mfd. for: Watson Pharma Inc., Parsippany, NJ 07054 USA. Mfd. by: Patheon Pharmaceuticals Inc., Cincinnati, OH 45237 USA. NDC 0591-3561-15.",20140625
D-0119-2022,Class II,Lack of assurance of sterility,"IC B COMPLEX INJ  INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",20211117
